ID,Application creation month,NUMBER CREDITS IN KBI 3,NUMBER CREDITS IN KBI 6,ADMINISTRATIVE VIOLATION,CRIMINAL VIOLATION,NUMBER CREDITS IN KBI,NUMBER REQUESTS IN KBI,NUMBER REQUESTS IN KBI ALL,CLOSED CREDITS IN KBI,CLOSED CREDITS IN KBI YEAR,OVERDUES IN KBI,DURATION LAST OVERDUE,COUNTGUARANTEE,COUNTCLOSEGUARANTEE,COUNTOPENGUARANTEE,DURATIONGREATESTDELAYLASTYEAR,DURATIONGREATESTDELAYLASTALL,LATECOUNTSUMM 1 7,LATECOUNTSUMM 8 30,LATECOUNTSUMM 31 90,LATECOUNTSUMM 91 180,LATECOUNTSUMM 181,LATECOUNTPRC 1 7,LATECOUNTPRC 8 30,LATECOUNTPRC 31 90,LATECOUNTPRC 91 180,LATECOUNTPRC 181,LATECOUNTPAY 1 7,LATECOUNTPAY 8 30,LATECOUNTPAY 31 90,LATECOUNTPAY 91 180,LATECOUNTPAY 181,SEX,BIRTH CNTR,MARITAL STATUS,CHILDREN,MINORS,HOMEPHONE,WORKPHONE,MOBILE 1,REG TOWNTYPE,HOME TOWNTYPE,EMPLOYMENT,EDUCATION,PROFESSION,REAL ESTATE,VEHICLE,PERSONNEL PHONE,ACCOUNTING PHONE,Age,Length work,Matching address of registration and residence,Loans total,Credit load,Marker
"1,169",winter,1,1,3,3,2,1,7,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,p,yes,yes,yes,yes,32,13.0,yes,4,0.50,good
"1,170",summer,0,3,1,0,3,1,18,7,4,2,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Feminine,KZ,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,no,yes,yes,39,1.8,yes,10,0.32,bad
"1,171",autumn,0,0,1,0,0,0,3,4,0,0,7,0,0,0,0,12,10,1,0,0,0,10,1,0,0,0,10,1,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,j,yes,yes,no,no,52,0.5,yes,4,0.04,good
"1,172",autumn,0,1,0,2,2,0,11,5,1,1,9,0,0,0,0,7,8,1,0,0,0,8,1,0,1,0,1,1,0,0,0,Male,UA,Married,3,3,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,a,no,no,no,yes,33,7.2,yes,7,0.21,good
"1,173",autumn,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,28,8.0,yes,2,0.19,good
"1,174",winter,0,0,0,0,0,0,4,3,2,0,1,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,no,no,40,7.0,yes,3,0.05,good
"1,175",autumn,1,2,0,0,4,3,61,37,3,0,7,0,0,0,0,15,5,1,0,0,0,10,4,0,0,0,3,3,0,0,0,Male,BY,Single,3,1,yes,no,yes,City,City,Pensioner,no information,b,yes,no,no,no,54,14.8,yes,41,0.33,good
"1,176",winter,0,0,0,0,1,0,2,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,yes,no,no,53,4.1,yes,3,0.05,good
"1,177",autumn,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,Rural village,Rural village,Recruitment,Secondary education,o,yes,no,no,no,52,25.3,yes,4,0.05,good
"1,178",winter,1,1,1,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,i,no,no,yes,yes,30,0.5,yes,1,0.10,good
"1,179",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,no,no,yes,55,3.4,yes,0,0.05,good
"1,180",autumn,0,0,0,2,1,0,4,4,2,2,3,2,1,1,3,3,4,0,0,0,0,4,0,0,0,0,2,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,n,yes,no,no,no,48,2.8,no,5,0.05,good
"1,181",winter,0,1,0,0,1,1,8,6,2,3,7,3,0,3,14,24,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,no,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,yes,33,3.2,no,7,0.08,good
"1,182",winter,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,21,6,6,2,0,0,6,7,3,0,0,0,0,0,0,0,Male,RU,Married,2,1,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,a,no,yes,no,no,39,4.8,yes,2,0.09,bad
"1,183",winter,0,0,1,0,2,1,6,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,42,21.0,yes,5,0.26,good
"1,184",winter,0,2,0,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,no,no,yes,yes,21,4.0,yes,3,0.34,good
"1,185",winter,0,1,0,0,2,2,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,yes,yes,32,7.3,yes,4,0.38,good
"1,186",winter,0,2,0,0,3,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,35,7.0,yes,3,0.18,good
"1,187",winter,0,0,0,0,1,0,5,3,1,3,6,1,0,1,13,21,11,9,0,0,0,12,12,0,0,0,0,0,0,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,yes,yes,40,12.5,yes,4,0.45,good
"1,188",winter,0,1,0,0,1,0,3,1,1,1,20,1,1,0,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,j,no,yes,no,no,26,6.3,no,2,0.24,good
"1,189",autumn,1,1,8,0,1,1,9,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,k,no,no,no,no,33,2.5,yes,1,0.13,bad
"1,190",spring,0,2,0,0,3,0,7,3,1,0,27,0,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Widow,2,1,yes,yes,yes,City,City,Recruitment,Secondary special education,j,yes,no,yes,yes,39,2.8,yes,6,0.28,good
"1,191",autumn,0,1,0,0,2,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,28,0.4,yes,4,0.31,good
"1,192",autumn,1,2,0,0,3,2,6,3,1,1,14,0,0,0,14,14,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,Male,BY,Separation,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,no,no,no,36,2.5,no,6,0.25,good
"1,193",winter,0,0,3,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,q,yes,yes,no,no,50,15.0,yes,1,0.05,good
"1,194",autumn,0,0,0,0,1,1,6,5,1,0,17,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary technical education,a,no,no,no,no,62,36.1,yes,6,0.04,good
"1,195",winter,0,0,0,0,1,1,11,5,0,0,1,3,3,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,no,yes,yes,54,35.9,yes,6,0.35,good
"1,196",autumn,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,k,yes,yes,no,no,42,13.1,yes,0,0.03,good
"1,197",winter,5,7,0,0,0,1,3,10,7,0,21,7,7,0,0,91,10,0,0,1,0,6,0,0,2,0,10,1,0,1,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,e,no,no,no,no,30,1.9,no,10,0.18,good
"1,198",summer,0,0,0,0,2,0,3,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,no,49,30.4,yes,4,0.12,good
"1,199",winter,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Widow,2,0,yes,no,yes,City,City,Pensioner,no information,b,yes,no,no,no,64,8.4,yes,1,0.34,good
"1,200",spring,1,3,0,0,5,2,21,10,3,19,5,5,2,3,8,8,20,1,0,0,0,26,2,0,0,0,1,0,0,0,0,Male,RU,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,no,yes,yes,44,8.2,yes,15,0.35,bad
"1,201",winter,0,2,0,0,2,2,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,n,no,no,no,no,48,23.0,yes,10,0.23,good
"1,202",winter,0,0,0,0,2,2,13,8,3,28,6,1,1,0,8,124,59,1,0,0,0,59,1,0,1,0,41,0,0,0,0,Feminine,BY,Separation,1,0,yes,no,yes,City,City,Pensioner,no information,b,yes,no,no,no,57,2.3,yes,10,0.47,good
"1,203",summer,0,0,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,30,2.2,yes,0,0.07,bad
"1,204",autumn,0,0,0,2,2,1,7,7,0,0,6,2,2,0,0,21,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,yes,yes,no,39,9.4,yes,9,0.24,good
"1,205",autumn,0,0,0,0,1,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,32,7.0,yes,5,0.20,good
"1,206",autumn,0,1,0,0,3,1,11,5,0,0,6,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,o,yes,yes,no,no,50,3.5,yes,8,0.56,good
"1,207",autumn,0,0,0,0,0,1,2,3,0,0,10,0,0,0,0,16,1,0,0,0,0,1,3,0,0,0,1,3,0,0,0,Male,BY,Single,0,0,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,a,no,yes,yes,yes,29,1.1,yes,3,0.18,good
"1,208",autumn,1,1,0,0,1,1,4,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,no,no,40,12.5,yes,4,0.19,good
"1,209",winter,0,1,3,0,1,0,10,8,1,3,3,2,1,1,4,16,25,4,0,0,0,22,2,0,0,0,19,2,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,no,no,48,3.4,no,9,0.15,good
"1,210",autumn,0,3,0,0,3,0,3,4,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,no,33,13.8,yes,7,0.40,good
"1,211",autumn,0,2,4,0,4,3,13,2,0,4,1,0,2,0,7,7,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,40,7.0,yes,6,0.72,good
"1,212",winter,0,0,0,0,1,0,0,0,0,1,3,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary education,j,yes,no,yes,no,33,0.3,yes,1,0.23,good
"1,213",winter,0,0,1,0,1,1,1,1,0,0,84,0,0,0,0,84,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,p,no,no,yes,yes,27,2.1,yes,2,0.30,bad
"1,214",autumn,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,no,no,no,no,53,2.7,yes,2,0.18,good
"1,215",winter,1,2,8,0,5,0,6,0,0,2,1,3,1,2,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,k,yes,yes,yes,yes,28,4.8,yes,5,0.20,good
"1,216",winter,0,0,0,0,1,1,4,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,yes,no,41,22.8,yes,7,0.25,good
"1,217",autumn,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Urban type settlement,City,Recruitment,Higher education,f,no,yes,no,no,23,2.1,no,1,0.20,good
"1,218",winter,0,1,0,0,2,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,KG,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,q,no,no,no,no,38,0.7,yes,3,0.08,good
"1,219",autumn,0,0,0,0,3,1,13,5,1,11,1,0,0,0,8,18,19,12,0,0,0,19,13,0,0,0,7,10,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,e,no,no,yes,yes,38,4.3,yes,8,0.22,good
"1,220",autumn,0,0,0,0,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,e,yes,no,no,no,38,0.3,yes,1,0.07,good
"1,221",autumn,0,0,1,0,0,1,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,j,no,no,no,no,33,5.4,yes,1,0.06,good
"1,222",summer,0,0,1,0,2,1,4,4,0,0,1,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,5,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Village1,Village1,Recruitment,Higher education,i,yes,yes,no,no,29,1.5,yes,6,0.17,good
"1,223",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,no,no,no,no,50,2.4,no,0,0.06,good
"1,224",winter,0,1,2,0,4,1,16,9,0,4,6,3,1,2,6,6,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Secondary education,i,yes,yes,no,no,39,9.8,yes,13,0.64,good
"1,225",winter,0,0,1,0,1,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,yes,yes,43,4.8,yes,4,0.40,good
"1,226",winter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,no,no,no,21,1.7,no,0,0.04,good
"1,227",winter,0,0,0,0,1,0,2,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,p,yes,no,no,no,30,2.8,yes,2,0.07,good
"1,228",autumn,0,0,0,0,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,36,15.1,yes,4,0.08,good
"1,229",autumn,1,1,0,0,1,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,j,no,no,no,no,32,2.2,no,6,0.24,good
"1,230",autumn,0,1,2,0,1,1,4,2,1,0,52,0,0,0,0,61,3,8,2,0,0,2,8,3,0,0,0,8,4,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,no,no,no,no,29,3.2,yes,3,0.43,good
"1,231",summer,1,1,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,no,no,26,4.1,yes,4,0.09,good
"1,232",winter,0,0,0,0,0,1,1,1,0,0,11,0,0,0,0,11,9,2,0,0,0,9,2,0,0,0,9,2,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,j,no,no,yes,no,25,2.0,yes,1,0.28,bad
"1,233",autumn,1,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,35,9.9,no,3,0.21,good
"1,234",winter,1,1,0,0,0,0,4,7,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,j,no,no,no,no,32,1.6,yes,7,0.04,good
"1,235",autumn,1,1,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,j,no,no,no,no,32,0.8,no,5,0.13,good
"1,236",winter,0,0,0,0,0,1,5,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,i,yes,yes,no,no,36,11.4,yes,4,0.13,good
"1,237",spring,2,2,1,0,2,2,3,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,no,yes,City,City,Recruitment,Higher education,n,no,yes,yes,yes,37,8.7,yes,2,0.29,good
"1,238",winter,0,0,0,0,2,0,11,12,0,0,2,3,2,1,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,h,no,yes,no,no,29,5.3,no,14,0.26,good
"1,239",winter,0,0,0,0,1,1,3,3,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,UZ,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,39,0.6,yes,4,0.37,good
"1,240",autumn,0,1,1,0,2,0,6,7,1,0,3,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,Feminine,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary technical education,f,yes,yes,no,no,54,10.0,yes,9,0.19,good
"1,241",winter,0,0,0,0,2,1,18,12,3,11,2,1,0,1,7,7,31,1,1,0,0,35,0,0,0,0,7,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Owner of the enterprise,Secondary special education,d,yes,yes,no,no,37,2.5,yes,14,0.33,bad
"1,242",winter,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,p,yes,no,yes,yes,35,17.0,yes,5,0.20,good
"1,243",autumn,0,1,2,1,2,1,11,7,2,4,10,1,0,1,13,22,9,2,0,0,0,12,3,0,0,0,6,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,Urban type settlement,Urban type settlement,Recruitment,Higher education,i,yes,yes,no,no,42,2.1,yes,9,0.28,good
"1,244",summer,0,1,3,0,1,0,3,3,0,0,2,2,1,1,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,no,no,49,11.0,yes,4,0.14,good
"1,245",autumn,0,0,4,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,i,no,no,no,no,55,0.3,yes,3,0.02,good
"1,246",autumn,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,yes,25,6.3,no,1,0.20,good
"1,247",winter,0,0,0,0,0,0,7,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,i,no,no,yes,yes,50,31.5,yes,6,0.05,good
"1,248",winter,0,0,0,0,1,1,7,7,1,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,no,no,no,47,22.5,yes,8,0.14,good
"1,249",winter,0,0,2,0,0,0,2,2,0,0,18,1,0,1,0,25,6,9,0,0,0,5,9,0,0,0,0,0,0,0,0,Male,BY,Married,4,3,yes,yes,yes,City,Agrotown,Recruitment,Higher education,g,yes,yes,no,no,38,11.0,no,2,0.07,good
"1,250",autumn,0,1,0,0,5,0,19,8,1,0,25,6,1,5,0,61,15,1,0,0,0,15,0,0,0,0,12,3,2,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,no,no,yes,no,54,0.3,yes,13,0.45,good
"1,251",autumn,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,l,yes,no,yes,yes,60,2.0,yes,2,0.06,good
"1,252",autumn,0,0,0,0,3,1,6,2,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,yes,37,6.8,yes,5,0.15,good
"1,253",autumn,2,2,2,0,5,1,11,4,1,0,16,2,1,1,0,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,no,no,yes,yes,42,7.1,yes,9,0.39,good
"1,254",autumn,1,6,0,0,4,3,38,15,5,4,18,1,0,1,18,18,24,4,0,0,0,23,6,0,0,0,4,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,yes,yes,35,8.3,yes,19,0.21,bad
"1,255",autumn,0,1,0,0,1,0,5,5,1,0,26,1,1,0,0,776,0,1,1,0,3,0,1,2,0,3,0,1,0,0,1,Feminine,BY,Single,0,0,yes,yes,yes,Village2,Village2,Recruitment,Higher education,a,no,no,no,no,33,14.3,yes,6,0.18,good
"1,256",spring,0,0,0,0,1,1,6,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,RU,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,44,16.8,yes,4,0.05,good
"1,257",autumn,0,0,5,0,0,1,6,1,0,0,1,4,3,1,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,yes,yes,no,no,48,5.9,yes,1,0.02,bad
"1,258",autumn,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,r,no,yes,yes,yes,35,7.7,yes,2,0.05,good
"1,259",winter,0,0,0,0,0,0,6,8,1,0,4,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,j,yes,no,yes,yes,38,0.3,yes,8,0.10,good
"1,260",winter,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,11,4,1,0,0,0,4,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Agrotown,Agrotown,Recruitment,Higher education,p,no,yes,yes,yes,28,2.0,yes,2,0.10,good
"1,261",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,yes,yes,25,2.3,yes,0,0.18,good
"1,262",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,no,no,yes,yes,27,1.8,yes,0,0.02,good
"1,263",winter,0,1,1,0,1,0,2,4,2,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,48,0.6,yes,5,0.10,good
